"X1" "X2" "X3" "X4" "y"
0.0188309501390904 0.658847466111183 2.08105965401046 4.62383522070013 1.73747598435467
4.81696994043887 3.9995691657532 2.29992381297052 0.703199052950367 27.8292793810166
4.5006914366968 3.69548043468967 3.08883964316919 3.1696398742497 24.7930597444549
3.91432610224001 1.63455441128463 4.90166724659503 4.01758200954646 17.8585241267656
1.21554395998828 0.164278714219108 0.757733118953183 2.25726023782045 2.73199070087621
3.01332993316464 0.568051688605919 0.72452952619642 3.96286815521307 10.6233144777021
0.20527534885332 4.84972682548687 4.62886657915078 1.52896121377125 5.86027706617953
0.450240140780807 2.23606712068431 0.234085151460022 2.1983570267912 3.54229713296634
0.266012902138755 2.37466171151027 1.60499031189829 2.78809100273065 3.46304892534841
0.5426530551631 4.52772563439794 1.69779789284803 1.69275341788307 6.40296979457062
0.478324318537489 3.87821058859117 0.61017481260933 1.80948137072846 4.83395720996334
0.0198111135978252 4.70007630530745 3.89997693477198 3.28857080428861 5.79394969609923
0.382675718283281 4.43055821931921 2.03908234252594 4.56736732856371 5.50500585455195
0.452627724735066 4.65170315932482 4.08728601993062 4.56266286433674 5.5126307759387
2.88870364194736 3.73822281369939 2.46080540004186 1.41979532549158 13.1659548205729
4.75297360098921 3.45453729154542 2.37940390827134 0.333893353817984 27.2326019451009
4.5031622343231 3.1785517768003 2.12504315306433 1.18021483533084 24.3228460415146
0.195031281327829 4.91492323460989 3.9913442521356 0.707404422573745 6.32136542044364
0.36058621481061 3.70586512377486 3.74240481178276 3.8567284529563 4.83579688209561
1.74379666917957 3.13107717316598 0.912599602015689 2.3670806386508 7.1042992116775
2.06462698173709 4.6627607033588 4.85196897061542 4.1403803776484 9.99704927758226
0.316130588762462 3.5205254482571 4.37638459261507 1.64290393702686 4.72148789928242
1.70303502702154 0.196051094681025 4.47595562320203 2.4773891584482 4.4033933890587
4.61900056572631 1.49174251360819 2.069955378538 0.194157119840384 23.8601439448083
4.60856880643405 0.352378785610199 0.809561045607552 0.618266016244888 22.8217762019209
