"X1" "X2" "X3" "X4" "y"
3.70757138123736 3.86189300334081 1.62946986965835 3.44227129593492 4.94490888119119
4.74702390027232 4.55801807926036 2.35960017074831 2.49173837015405 4.54846181902966
3.33628341555595 2.76354345493019 3.91768656787463 3.73577076708898 5.82559106284846
2.01141051831655 4.08960632747039 1.6005611862056 2.37078750506043 3.65633876990057
0.857305341633037 1.20152259245515 0.164693440310657 4.91736041731201 4.23413927607082
3.4476176800672 0.375274533871561 1.46714235073887 0.873403280274943 2.14002606879956
4.3878646788653 1.17023253580555 3.142373515293 2.02421866357327 4.4192911726728
1.28867029561661 2.02647833968513 4.97121177380905 0.433995925122872 2.80801521517157
4.40653999336064 2.87520352285355 4.89433240378276 1.67785983998328 4.33930876088254
2.20537884044461 0.274867205880582 4.95214416063391 0.81726172240451 3.19096011027731
4.41495159524493 2.9605565383099 0.613736734958366 4.24034428782761 4.87544891032746
1.42048665788025 1.75087767420337 1.61462133633904 4.67110187280923 6.08073953491192
0.485317371785641 1.60231780842878 3.38632904458791 1.82875302154571 4.05463147514329
3.3903725957498 4.99873085296713 2.79879216337577 4.66087114647962 6.7476757286959
3.21624352247454 1.30121928174049 1.24676587292925 1.36737880297005 2.67423938732773
3.08962983894162 1.35559221846052 2.3359626356978 0.711661296663806 2.48104761935197
4.50349563383497 3.09211799642071 3.43164721387438 1.29313747514971 3.71797804031158
0.109991261269897 4.39727311371826 4.28391774767078 0.394498575478792 2.91409811731737
4.64173371088691 2.38953357446007 2.33417746261694 2.27757390588522 4.06287563800804
2.58976271259598 2.83137532300316 3.28604083857499 0.77453525387682 2.92635343235256
2.76546738692559 0.764415231533349 1.66588527383283 1.83689103694633 3.29427197557206
4.61878701928072 1.90069742500782 2.5787057436537 1.74382284632884 3.61267085647441
1.5921939141117 2.92945207562298 0.695145326899365 2.74858234333806 3.30078344836718
1.04020219645463 0.531086919363588 0.0701353186741471 3.56149215018377 1.64566363912436
2.64866331010126 2.29406343190931 2.45699299150147 1.16445702733472 2.96000843444118
3.00562472315505 4.39795702579431 2.40136215696111 1.64110093959607 3.45139668059966
0.166558342752978 0.573480515740812 1.47713583079167 2.83218101249076 4.51844431450534
3.25764914159663 3.41773771331646 4.04112808057107 3.87915053637698 6.33685557093307
1.57649072352797 4.01149178273045 2.98091865493916 2.80472171143629 4.94924494570813
3.26535250991583 1.03708930313587 3.9820331602823 3.68755882256664 6.40235113161632
0.632612002082169 0.886545071844012 4.52904995181598 2.68804347258992 5.19182173424251
0.439569439040497 4.47330071590841 3.04589631152339 1.58800856792368 3.64186127360145
3.38412126642652 1.45414040889591 3.4961020341143 4.61783078615554 6.95790144530938
2.74215656332672 0.984771650983021 0.837720369454473 3.9026714884676 4.76743477793739
2.74950244696811 3.57325475895777 1.36964397854172 1.42514188890345 2.98622983194512
3.33463356713764 3.72964058071375 4.66663813102059 0.387880312046036 3.18032329585282
0.550835134927183 2.68390008946881 1.07647047378123 0.937793445773423 1.49189570918026
4.67687402036972 1.2261419033166 0.72015447774902 4.6785319945775 5.52423991689618
1.90888880635612 0.328918901504949 0.785416250582784 4.07516301842406 4.6361648844349
0.576870132936165 1.43369513447396 2.61376205715351 1.94293205044232 4.226585950382
1.70697249937803 2.3051729274448 1.90400208346546 3.98422812577337 5.54217220008656
0.53428036510013 1.46555972285569 1.47376218810678 1.61619645077735 2.94096805372115
3.49459486198612 0.60801203828305 3.03596162702888 1.52637166320346 3.73452563181932
0.204490423202515 2.78728661127388 2.68197080353275 0.511405036086217 2.31258381523747
4.67301346245222 3.31284970161505 3.91566786100157 4.79672394460067 7.267000671712
2.02059639035724 4.55807349644601 4.99110337579623 2.63826147071086 5.71005595201572
2.0339054055512 1.91480554873124 1.91376409959048 1.6190974030178 3.24906720686248
0.805126784835011 1.8598173186183 2.17660752939992 3.61587810446508 5.38539187134608
0.179891814477742 1.76498717395589 3.32216231967323 4.29206390748732 6.80654855514098
1.73061674810015 2.72661967901513 3.57364893774502 4.37873947899789 6.65293756110097
0.926526528783143 3.11624610214494 3.84718513465486 0.516648436896503 2.92357882413388
4.30200609145686 0.695242630317807 1.14010866265744 0.946899428963661 2.0718191586049
3.10078862938099 2.58534091874026 0.00984307611361146 2.5131460186094 -1.25946635754431
1.47982221329585 0.695573639823124 3.75378231052309 2.75869454606436 5.23968958839834
4.71811318886466 1.03236450930126 3.20907243061811 4.69394182553515 7.17139950050251
2.15576927294023 1.92244669306092 1.24836300266907 0.781478071585298 1.76748801425775
1.98341622250155 0.542259132489562 4.74032250232995 1.49445150513202 4.41997137137631
1.90770849934779 2.16506749158725 4.80764699052088 3.98302867542952 6.5032237224028
0.0984086864627898 1.49897260474972 1.70872574555688 0.489307275274768 2.34946059522476
0.916005958570167 0.400201354641467 3.54220147710294 3.41691969893873 6.03104665914876
2.5873947632499 4.21635134611279 4.90112876403145 2.61138344998471 5.09827331873902
1.80302989436314 4.3639714748133 2.44484023074619 0.969660964328796 2.59619649635533
3.79368786467239 1.03681918932125 4.51456659589894 0.42677533114329 3.04785060004077
3.62995948293246 3.12375699868426 1.64739707601257 1.0742639133241 3.15529054287431
4.24904401181266 3.51777038420551 4.76945465896279 0.493119902675971 3.23990516698531
2.0292204793077 4.81451865634881 2.78979017981328 3.25323110679165 5.00502415958047
3.5697502468247 0.751087871612981 3.41344789601862 3.50730879465118 5.77742303660488
